Sinhala,Tamil,Class
පුවරසන්කුලම්,பூவரசன்குளம்,Tamil
මත්තලෝඩෙයි,மத்தலோடை,Tamil
පණ්ඩාරප්පිලවු,பண்டாரப்பிலவு,Tamil
චෙම්මලෛ් නැගෙනහිර,செம்மலை கிழக்கு,Tamil
පලයකුඩියිරුප්පු,பழையகுடியிருப்பு,Tamil
කුඤ්ඤන්කලඩ්ඩි,குன்ஜன்காலட்டி,Tamil
පෙරිය කිණට්රඩි,பெரிய கிணற்றடி,Tamil
ඉන්තානෙයි,இந்தனை,Tamil
පරංගි කුලම්,பறங்கிகுளம்,Tamil
සින්නඉත්තිමඩු,சின்னஇத்திமடு,Tamil
පරුත්තියඩෙයිප්පු,பருத்தியடைப்பு,Tamil
නල්ලූර්,நல்லூர்,Tamil
සෙඹන්කුන්රු,செம்பன்குண்று,Tamil
කොත්තම්පියාකුලම්,கொத்தம்பியாகுளம்,Tamil
වියාපාරිමූලෙයි,வியாபாரி மூலை,Tamil
කඳර්මඩම් (කොටස ),கந்தர்மடம் (பிரிவு),Tamil
පාසෙයියූර් නැගෙනහිර කොටස,பாசையூர் கிழக்கு பகுதி,Tamil
කෝවිලාකණ්ඩි බස්නාහිර,கோவிலாக்கண்டி மேற்கு,Tamil
නුණාවිල් මැද,நுணாவில் மத்தி,Tamil
වෙල්ලියම්පති,வெள்ளியம்பதி,Tamil
කරුණානිදි,கருணாநிதி,Tamil
නායඩිත්තමුරිප්පු,நாயடித்தமுறிப்பு,Tamil
වෛරවපුලියංකුළම්,வைரவப்புளியங்குளம்,Tamil
හිජිරාපුරම්,கிஹிராபுரம்,Tamil
පුලිපායන්දකල්ලු,புலிபாந்ஞகல்லு,Tamil
තෝප්පු,தோப்பு,Tamil
පලය වට්ටකච්චි,பழைய வட்டக்கச்சி,Tamil
පුට්රළෙයි,புட்டளை,Tamil
මණ්ඩාන්,மண்டான்,Tamil
සාලම්බන්,சாளம்பன்,Tamil
චුණ්ඩිකුළම්,சுண்டிக்குளம்,Tamil
අරියාලෙයි නැගෙනහිර ( කොටස ),அரியாலை கிழக்கு (பிரிவு),Tamil
නවක්කීරි,நவக்கிரி,Tamil
වෙට්රිලෙයිකේණි,வெற்றிலைக்கேணி,Tamil
මාමඩු,மாமடு,Tamil
සින්න වණ්ණ කුලම්,சின்ன வண்ணாகுளம்,Tamil
පනිච්චංකෙණි,பனிச்சங்கேணி,Tamil
වීමන්කාමම් බටහිර,வீமங்கமம் மேற்கு,Tamil
පරනාට්ටහල්,பரநாட்டகல்,Tamil
තේක්කන්තෝට්ටම්,தேக்கந்தோட்டம்,Tamil
පුදරික්කුඩා,புதறிக்குடா,Tamil
වේලාපල්ලම්,வேளாபள்ளம்,Tamil
මරුදප්පු පාර,மருதப்பு வீதி,Tamil
තම්පට්ට මුදලි කට්ටු,தாம்பட்டமுதலைக் குளம்,Tamil
ඉක්කිරානෙයි,இக்கிரானை,Tamil
මන්නාකණ්ඩල්,மன்னாகண்டல்,Tamil
සුදන්තිරපුරම් හංදිය,சுதந்திரபுரச்சந்தி,Tamil
සින්න නොඩ්ඩි කුලම්,சின்ன நொச்சிகுளம்,Tamil
කප්පිත්තාන් මෝඩ්ඩෛ,கோணமோட்டை,Tamil
නූකවිල්,நுகவில்,Tamil
මාවඩි (කොටස),மாவடி,Tamil
නල්ලදණ්ණිත්තෝඩුවායි,நல்லதண்ணித் தொடுவாய்,Tamil
සූලානෙයි,சூழானை,Tamil
සෙන්කට්පඩෛ,செங்கற்படை,Tamil
කයිදඩි නුණාවිල්,கைதடி நுணாவில்,Tamil
විත්තියාන්කුඩියිරුප්පු,வித்தியான்குடியிருப்பு,Tamil
ඉරනෛමාතානගර්,இரணைமாதா நகர்,Tamil
වේඩ් ඩෛයඩෛප්පු,வேட்டையடைப்பு,Tamil
පිඩාරියම්බාළ් ගම,பிடாரியம்பாள் கிராமம்,Tamil
අලාඩි,ஆலடி,Tamil
කරුංකණ්ඩල් වණ්ණාකුලම්,கருங்கண்டல் வண்ணாகுளம்,Tamil
වෙලිවයල්,வெளிவயல்,Tamil
පලයඋරුව,பலயஉறுவ,Tamil
වෙලාන්කුලාම්,வேலங்குளம்,Tamil
සින්නක්කනක්කන්කුලම්,சின்னகனக்கன்குளம்,Tamil
නාවට්කුලි,நாவற்குழி,Tamil
කුරුන්දන්කුලම,துறுந்தன்குளம்,Tamil
පරප්පාන්කණ්ඩල් පෙරියකුලම්,பரப்பாங்கண்டல் பெரியகுளம்,Tamil
මුල්ලියවලෛ දකුණ,முள்ளியவளை தெற்கு,Tamil
මානඩිත්තකුලම්,மானடித்தகுளம்,Tamil
මේලිවනම්,மெலிவனம்,Tamil
තාමරෛක්කුලම්,தாமரைக்குளம்,Tamil
මූනෙයි,முனை,Tamil
නාගරිලුප්පෛක්කුළම් නිවාස සංකීර්ණය,நாகரிலுப்பைக்குளம் வீ .திட்டம்,Tamil
සිරුක්කණ්ඩල්,சிறுகண்டல்,Tamil
ඉරට්ටයි පනෙයි කුලම්,இறட்டைப்பணைக் குளம்,Tamil
වලිකණ්ඩි,வலிக்கண்டி,Tamil
කෝමාංකුලම්,கூமன்குளம்,Tamil
නවාලි උතුර,நவாலி வடக்கு,Tamil
කෝණ්ඩාවිල් වයඹ,கோண்டாவில் வடமேற்கு,Tamil
අරෆා නගර්,அரபாநகர்,Tamil
කරුම්පුල්ලියාන් දකුණ,கரும்புள்ளியான் தெற்கு,Tamil
පල්ලිමුනෛ බටහිර,பள்ளிமுணை மேற்கு,Tamil
මයිලණි කොටස,மைலணி ஒரு பிரிவு,Tamil
පත්තානෙයිකේණි,பத்தனைக்கேர்ணி,Tamil
ඉඩෛක්කඩ්ඩු,இடைக்கட்டு,Tamil
කරඩිප්පිලවු,கரடிப்பிலவு,Tamil
වාලයිතෝට්ටම්,வாழைத்தோட்டம்,Tamil
නවකිරි කොටස,நாவற்கிரியின் ஒரு பகுதி,Tamil
1 ක්රොස් පාර,1 ம் குறுக்கு வீதி,Tamil
වඩ්ඩුකෝට්ටෙයිනැගෙනහිර,வட்டு கிழக்கு,Tamil
නෙඩුවරම්පු,நெடுவரம்பு,Tamil
එරුක්කලම්පිඩිඩී කළාප අංක 08,எருக்கலம்பிட்டி வட்டாரம் 8,Tamil
කෝවීල්මෝඩ්ඩෛ,கோவில் மோட்டை,Tamil
කීලියන් කුඩීයිරුප්පු,கீளியன் குடியிருப்பு,Tamil
සිවංකෝවිලඩි කොටසක්,சிவன்கோவிலடியின் ஒரு பிரிவு,Tamil
සිරුවෙලි,சிறுவேளி,Tamil
ආත්තුප්පිලවු දකුණ,அத்துப்பிலவு தெற்கு,Tamil
පාලමෝට්ටෛ,பாலமோட்டை,Tamil
පරන්හියාරු,பரங்கியாறு,Tamil
නෙල්ලියඩි,நெல்லியடி,Tamil
අම්මන් කෝවිලඩි,அம்மன் கோவிலடி,Tamil
වීමන්කාමම් දකුණ,வீமன்காமம் தெற்கு,Tamil
වංකාලෛ කලාප අංක 10,வங்காலை வட்டாரம் இல 10,Tamil
කොවිල්පුලියංකුලාම්,கோவில்புளியங்குளம்,Tamil
කොක්කුමඩු,கொக்குளம்,Tamil
මන්නන් තෝඩ්ඩම්,மன்னன் தோட்டம்,Tamil
උෟමෛච්චියාකොඩ්ඩුවෙලි,உமைச்சியாகொட்டுவெளி,Tamil
කූලාන්කුලම්,ழாங்குளம்,Tamil
කිළක්කුප්පිලවෙලි,கிழகுப்பிலவெளி,Tamil
තුවරෛයඩීවාණ්,துவரையடிவான்,Tamil
යාපන පාසල අසල,யாழ்பான கல்லூரியின் ஒரு பிரிவு,Tamil
මලුවරයර් කඩ්ඩෛයඩම්පන්,மளுவராயர் கட்டையடம்பன்,Tamil
කල්ලිරුප්පු,கல்லிருப்பு,Tamil
වෙප්පන්කුලම්,வேப்பங்குளம்,Tamil
නාච්චිමාර් කෝවිලඩි,நாச்சிமார் கோவிலடி,Tamil
තම්මලෙයි,தம்மளை,Tamil
කොලණි,கொலனி,Tamil
තනිප්පනෙයි,தனிப்பனை,Tamil
ආලඩි,ஆலடி,Tamil
චාලම්පන්,சாளம்பன்,Tamil
සම්පන්කුලම්,சம்பன்குளம்,Tamil
උඩෛයාවෙලි,உடையாவெளி,Tamil
තරාපුරම්,தாராபுரம்,Tamil
සෙල්වපුරම්,செல்வபுரம்,Tamil
නාම්පන්කුළම්,நாம்பன்குளம்,Tamil
කරුකම්පන්,கருகம்பன்,Tamil
විලාවෝඩෛ,விலாவோடை,Tamil
මාදා ගම,மாதா கிராமம்,Tamil
රේවඩි,ரேவதி யூனியன்,Tamil
දෙනියම්පෙයි,தெணியம்பை,Tamil
සිත්තංකේනි කොටසක්,சீதன்கேர்ணியின் ஒரு பிரிவு,Tamil
වේලායුදඋමෛයාර් ගම්මානය,வெளுடையற்குடியிருப்பு,Tamil
පුදර් වෙලික්කුලම්,அம்பட்ட இலுப்பைக்குளம்,Tamil
සාවල්කඩ්ඩු,சாவற்கட்டு,Tamil
වණ්ණාකුලම්,வண்ணாகுளம்,Tamil
අරාලි පාර,அரலி வீதியின் ஒரு பிரிவு,Tamil
මරුදඩි කොටස,மருதடியின் ஒரு பகுதி,Tamil
තේන්තුක්කි,தேன்தூக்கி,Tamil
වීරවාණි,வீரவாணி,Tamil
මරිච්චුක්කට්ටි,மருச்சுககட்டி,Tamil
ඌරෙළු නැගෙනහිර,ஊரெழு கிழக்கு,Tamil
ඕඩ්ඩුවේලි,ஒட்டுவெளி,Tamil
සන්විලේජ්,ஸனி கிராமம்,Tamil
කුතිරෛකුත්ති,குதிரைகுத்தி,Tamil
නාතියන්වාඩි,நடியன்வாடி,Tamil
වළකම්පරෙයි,வடகம்பாறை,Tamil
පිල්ලෙයාර් කෝවිලඩි,பில்லயார் கோவில்,Tamil
සෙම්පුතාන්ඩකුලම්,செம்புதாண்ட குளம்,Tamil
මිතුචන්,மிதுசன்,Tamil
පුලියංකන්,புளியங்கான்,Tamil
කාංචිපුරම්,காஞ்சிபுரம்,Tamil
අලුත්වත්ත,இலுத்வத்த,Tamil
පදුවළෙයි,பத்துவளை,Tamil
පුදුක්කුඩීයිරුප්පු,புதுக்குடியிருப்பு,Tamil
කිට්ටංකිකුලම්,குட்டன்குளம்,Tamil
කෝම්පාවිල්,கோம்பாவில்,Tamil
පිරාන්පට්ටු,பிரான்ற்று,Tamil
නව නිවාස සංකීර්ණය,புதிய வீட்டுத்திட்டம்,Tamil
ෛඑයන්පෙරුමාල්,ஐயன்பெருமாள்,Tamil
කුමරේසන් තාල්වු,குமரேசன் தாழ்வு,Tamil
ඉනුවිල් නැගෙනහිර,இணுவில் கிழக்கு,Tamil
ඉලන්තෛමෝඩ්ඩෛවේලී,இலந்தைமோட்டைவெளி,Tamil
වන්නාන්පිට්ටි,வண்ணான்பிட்டி,Tamil
අහත්තිමුරිප්පු 123 සැතපුම් කණුව,அகத்திமுறிப்பு 123 மைல் கல்,Tamil
අරිප්පු,அரிப்பு,Tamil
සූරාවත්තෙයි කොටස,சூறாவத்தை,Tamil
අත්තුළු නැගෙනහිර,அத்துளு கிழக்கு,Tamil
මයිලංකාඩු,மைலங்காடு,Tamil
කුඩාකච්චකොඩිය,குடாகச்சக்கொடிய,Tamil
කල්ලික්කුලම්,கள்ளிக்குளம்,Tamil
පුතුකාමම්,புதுகாமம்,Tamil
අල්ලෙයිප්පිඩ්ඩි,அல்லைப்பிட்டி,Tamil
වල්ලියාවත්තැයි,வல்லியாவத்தை,Tamil
තමක්කාරන් කුඩිරුප්පු,கமக்காரன் குடியிருப்பு,Tamil
සින්නාපූවාරාන්කුලාම්,சின்னபூவரஸன்குளம்,Tamil
කල්ලියඩී,கள்ளியடி,Tamil
කෝණල්තීවු,கோணல்தேவு,Tamil
මූලායි දකුණ,மூலை தெற்கு,Tamil
මරිය පුලියං කුලම්,மரிய புளியங்குளம்,Tamil
අක්කරයන්කුලම් ප්රධාන පාර,அக்கராயன் பிரதான வீதி,Tamil
තන්නිමුරිප්පුවලදුකරෛ,தண்ணிமுறிப்பு வலதுகரை,Tamil
නේරියකුලම් නිවාස සංකීර්ණය,நேரியகுளம் வீ.தி,Tamil
තිරුවාදණි,திருவாதணி,Tamil
විනායකපුරම් නැගෙනහිර,விநாயகபுரம் கிழக்கு,Tamil
කේවිල්,கேவில்,Tamil
වේවිල් වීදිය,வேவில் வீதி,Tamil
රත්නපුරම්,இரத்தினபுரம்,Tamil
නෙල්ලියාන්,நெல்லியன்,Tamil
කුමුළමුනෛ,குமுழமுணை,Tamil
සිලම්පුපුලියඩි කොටසක්,சிலம்பு புலியடியின் ஒரு பிரிவு,Tamil
ගුරුනගර් බටහිර,குருநகர் மேற்கு,Tamil
තණ්ණීර්ත්තාල්වු,தண்ணீர்த்தாழ்வு,Tamil
නාගතම්පිරාන්පුරම්,நாகதம்பிரான்புரம்,Tamil
නල්ලතණ්ණි කුළම්,நல்லதண்ணி குளம்,Tamil
මනියම් කුලම්,மணியம் குடியிருப்பு,Tamil
පුතුක්කුඩීයිරුප්පු,புதுக்குடியிருப்பு,Tamil
2 වන පටුමග,2 ம் யூனிற்,Tamil
වායික්කාල්,வாய்க்கால்,Tamil
කාත්තාර්සින්නක්කුළම්,காத்தார்சின்னக்குளம்,Tamil
කණ්ඩාමෙයි,கண்டமை,Tamil
අලම්පිල් 4 වෙනි කණුව,4ம் கட்டை அளம்பில்,Tamil
පුත්තඩි,புத்தடி,Tamil
නාවල්නගර්,நாவல்நகர்,Tamil
චෙඩ්ඩීයාර්මකන් කඩ්ඩෛක්කාඩු,செட்டியார்மகன் கட்டைக்காடு,Tamil
කුඩරප්පු,குடாரப்பு,Tamil
සහයවීතී,சகாயவீதி,Tamil
තෙරුවාරම්,தெருவாரம்,Tamil
සෙල්වා නගර් නිවාස සංකීර්ණය,செல்வாநகா் வீ திட்டம்,Tamil
සල්ලි,சல்லி,Tamil
විරදගොල්ලෑව,விறதகொல்லாவ,Tamil
උදයපුරම්,உதயபுரம்,Tamil
දම්පාන්,தம்பான்,Tamil
කිඩායඩි,கிடாயடி,Tamil
මඩුවම්,மடுவம்,Tamil
පල්ලායි,பள்ளாய்,Tamil
පුලියමුනෛ,புளியமுணை,Tamil
පොන්නගර්,பொன்னகர்,Tamil
විජයබාගම,விஜயபாகம,Tamil
නවාන්තුරෙයි දකුණ,நாவாந்துறை தெற்கு,Tamil
තපස්එලිය,தபஸ்எலிய,Tamil
මහිලංකුළම්,மகிழங்குளம்,Tamil
පූත්තෝඩ්ඩම්,பூத்தோட்டம்,Tamil
තනයන් කුලම්,தாளயன்குளம்,Tamil
මුල්ලානෙයි,முள்ளாணை,Tamil
රප්පිඩ්ඩියකඩවෙයි,ரப்பிய கடவாய்,Tamil
කොම්පන්කුත්ති,கொம்பன் குத்தி,Tamil
ආනන්ද නගර්,ஆனந்தநகர்,Tamil
නීලියාමෝට්ටයි,நீலியா மோட்டை,Tamil
වණ්ණාන්කුලම්,வண்ணாங்குளம்,Tamil
මයිල්රා කුලම්,மயிலேருகுளம்,Tamil
සම්පෙතුරෛ,சம்பாள்துறை,Tamil
සෙල්වපුරම්,செல்வபுரம்,Tamil
පිඩාරි කුලම්,பிடாரி குளம்,Tamil
අරුහුවෙලි,அறுகுவெளி,Tamil
වෛරවන් පාණ්ඩියන්,வைரவன் பான்டியன்,Tamil
කරඩීක්කුලි,கரடிக்குளி,Tamil
ඩච් පාර,டச் வீதி,Tamil
වඩලියඩෛයිප්පු,வடலியடைப்பு,Tamil
අරත්ති නගර්,அறத்தி நகர்,Tamil
මල්ලිකෛනාඩිඩි,மல்லிகைநாட்டி,Tamil
අඩ්ඩෛත්තිවු,அட்டைத்தீவு,Tamil
සුදන්තිරපුරම් මධ්ය,சுதந்திரபுரம் மத்தி,Tamil
පෙරුක්කඩි ගම,பெருக்கடி,Tamil
මරුතෝණඩීක්කුඩා,மருதோண்டிக்குடா,Tamil
ඔඩ්ඩුමඩම් කොටස,ஓட்டுமடம் பகுதி,Tamil
කාඩ්ඩුක් කුඩියිරුප්පු,காட்டுக்காரன் குடியிருப்பு,Tamil
ඉලන්තෙයිකාඩු (කොටස),இலந்தைக்காடு,Tamil
නරිකලෙච්චාන්,நரிகலைக்குளம்,Tamil
කයිදඩි දකුණ,கைதடி தெற்கு,Tamil
කාඤ්චීතාල්වු,கஞ்சியன்தாழ்வு,Tamil
සූසායිපිල්ලායියාර්කුලාම්,சூசைபிள்ளையார்குளம்,Tamil
කුරුම්පයිකඩ්ඩි,குரும்பைகட்டி,Tamil
පල්ලන්කෝඩ්ඩෛ,பள்ளங்கோட்டை,Tamil
වේප්පන්කුළම්,வேப்பங்குளம்,Tamil
පේරාංකමම්,பெரன்காமம்,Tamil
වරාත්තුපළෙයි,வராத்துப்பளை,Tamil
කුරුක්කඩ්ඩු,குருக்கட்டு,Tamil
සිවනගර්,சிவநகர்,Tamil
ඊච්චංකාඩු,ஈச்சங்காடு,Tamil
නාවට්කුලි බස්නාහිර,நாவற்குழி மேற்கு,Tamil
කුච්චම්,குச்சம்,Tamil
සෙංකාඩ්ඩුක්කේණි,செங்கட்டுகேணி,Tamil
අත්තායි,அத்தாய்,Tamil
ඊගම්කුඩිරුප්පු,ஈச்சம் குடியிருப்பு,Tamil
උණාප්පිලවු,உண்ணாப்பிலவு,Tamil
පෙරියපුලම්,பெரிய புலம்,Tamil
මරුදනාර්මඩම්,மருதனார்மடம் ஒரு பிரிவு,Tamil
මාලෛයිඩ්ඩාන්,மாலையிட்டான்,Tamil
එරුක්කලම්පිඩිඩී කළාප අංක 04,எருக்கலம் பிட்டி வட்டாரம் 4,Tamil
සෙම්මන්තියන් කුලම්,செம்மண்நதியன்குளம்,Tamil
කරුක්කාක්කුලම්,கருக்காக்குளம்,Tamil
පෙස්සිප්පොර්කේනි,பெசோஹிபொடகெருய்,Tamil
වණ්ණාන්කුළම්,வண்ணான்குளம்,Tamil
කෝණ්ණයන් කුඩීයිරුප්පු,கொன்ணயன் குடியிருப்பு,Tamil
ඉඩෙයිකුරිච්චි බස්නාහිර,இடைக்குறிஞ்சி மேற்கு,Tamil
ඉරුඩ්ඩුමඩු,இருட்டுமடு,Tamil
මාංකුලම්,மாங்குளம்,Tamil
සිංකෙයිනගර්,சிங்க நகர்,Tamil
තොකුතිප්පනෙයි,தொகுதி பண்ணை,Tamil
පුලිතිකල්කුලම්,புளுதிகள் குளம்,Tamil
පේසාලෛ කලාප අංක 07,பேசாலை வட்டாரம்இல 7,Tamil
කලිකෙයි,கலிகை,Tamil
කලෙයිනගර්,கலை நகர்,Tamil
පුලිත්තිඩ්ඩි,புளித்திட்டி,Tamil
පොළපාර,மாக்கெற் வீதி,Tamil
ඉලන්තෛමෝට්ටයිකුලම්,இலந்தமோடைகுளம்,Tamil
පාලවොඩෙයි,பாலவோடை,Tamil
අන්නංකෙයි,அண்ணான்கை,Tamil
කුමිළඩි (කොටස),குமிழடி (பகுதி),Tamil
අලගාපුරි,அழகாபுரி,Tamil
පුම්පුකාර්,பூம்புகார்,Tamil
ඉලකඩි,இலகடி,Tamil
මලයාපරිත්තිකුලම,மலயாபருதிகுளம்,Tamil
ආඩීයන්කුලම්,ஆடியன்குளம்,Tamil
කෝනංකුලම්,கோணங்குளம்,Tamil
වණ්ණාර්පණ්ණෙයි බස්නාහිර ( කොටස ),வண்ணார்பண்ணை மேற்குபிரிவு(பிரிவு),Tamil
පෙරියපුලියංකුළම්,பெரியபுளியங்குளம்,Tamil
කෝවිට්කඩවැයි,கோவிற்கடவை,Tamil
වළංකියන්වෙලි,வழங்கியன்வெளி,Tamil
සිංගාවත්තෙයි,சிங்காவத்தை,Tamil
ආදිකෝවිලඩි,தெருவில்,Tamil
මින්තිරෙයි,மின்திரை,Tamil
වසන්දපූරම්,வசந்தபுரம்,Tamil
පට්ටිය කන්ද,பட்டியகந்த,Sinhala
මොරවක වත්ත,மொரவக்கவத்த,Sinhala
රත්විලවත්ත,உடனபுர,Sinhala
දඔගල්ල,தம்பகல்ல,Sinhala
රේස්කෝස් පාර,ரேஸ்கோஸ் வீதி,Sinhala
ඉලුක්කැටිය,இலுக்கெட்டிய,Sinhala
මහතැන්න ගම,மகாத்தென்ன கம,Sinhala
විනායකපුරම් බස්නාහිර,விநாயகபுரம் மேற்கு,Tamil
පුම්පුහාර්,பூம்புகார்,Tamil
සුගන්තපුරි,சுகந்தபுரி,Tamil
මොරගොල්ලවත්ත,மொரகொல்ல,Sinhala
මාපලාන,மாபலான,Sinhala
තම්පසිඩ්ඩි,தம்பசிட்டி,Tamil
මීසාලෙයි බස්නාහිර,மீசாலை மேற்கு,Tamil
ස්ප්රිංවැලි පාර,ஸ்பிரிங்வெலி வீதி,Sinhala
තැන්නහේන,தென்னஹேன,Sinhala
පන්විල,பன்வில,Sinhala
කරුනාඩ්ඩුක්කේණි,கருநாட்டுக்கேணி,Tamil
අංක 03 හෝමදොල වතු කොටස්,இல 03 ஹோமதொல தோட்டப்பகுதி,Sinhala
වරුත්තලෙයිවිලාන්,வறுத்தலைவிளான்,Tamil
මැදගොඩ කොටසක්,மெதகொட,Sinhala
ගන්දර නැගෙනහිර,கந்தர கிழக்கு,Sinhala
බාස්වත්ත,பாஸ்வத்த,Sinhala
කනත්ත ගම,கநத்த,Sinhala
කොටමිණියහේන,போகஹவிட கொடமிணியஹேன-பரண வத்த,Sinhala
වැවඉහළගොඩ,வெவ இஹலகொட,Sinhala
බෝගහකුඹුර,போகஹகும்புர,Sinhala
හෙන්රි පේදරිස් මාවත (කොටසක්),ஹென்ரி பேதிரிஸ் மாவத்த பகுதி,Sinhala
පහළගම,பஹலகம,Sinhala
මැදඋල්පත,மெதஉல்பொத,Sinhala
බාරතවත්ත,பாரதவத்த,Sinhala
බමුණුගම බටහිර,பமுனுகம மேற்கு,Sinhala
පහමුනේගොඩ,பஹமுனேகொட,Sinhala
තෙන්මයිලෙයි,தென்மயிலை,Tamil
සීනියාමෝඩ්ඩෛ,சீனியமோட்டை,Tamil
ඇල්බැද්දගල,எல்பெத்தகல,Sinhala
පට්ටිය කන්ද උතුර,பட்டிய கந்த வடக்கு,Sinhala
බැද්දේඅරාව,பெத்தேயராவ,Sinhala
කදිරන්දොල,கதிரந்தொல,Sinhala
මැද්දවත්ත නැගෙනහිර කොටසක්,மெத்தவத்த கிழக்கு ஒரு பகுதி,Sinhala
වීල්ලායාන්පිඩි,வீல்லயன்பிட்டி,Tamil
ගඩාදෙහිගොල්ල,கடதெஹிகொல்ல,Sinhala
උඩුවිල් නැගෙනහිර පෙදෙස,உடுவில் கிழக்கு பிரிவு,Tamil
මීගහවෙලගොඩ,மீகஹவலகொட,Sinhala
සිතුල්පව්ව,ஸெடுல்பவ்வ,Sinhala
නගර සභා නිවාස කොටසක්,நகரஸபாநிவஸ,Sinhala
අළුත්නුවර,அலுத்நுவர,Sinhala
දබරගොඩ ඉහලවෙල,தம்பரகொட இஹலவெல,Sinhala
වැරැල්ලගොල්ල,வெரெல்லகொல்ல,Sinhala
වෙලපල්ලේවෙල,வெலபல்லேவெல,Sinhala
නොත්තාරිස් තෝඩ්ඩම්,நொத்தாரிஸ் தோட்டம்,Tamil
රස්සන්දෙනිය,ரஸ்ஸந்தெணிய,Sinhala
පිට කුඹුර ගම,பிடகும்புரகம,Sinhala
ගන්දර නැගෙනහිර කොටසක්,கந்தர கிழக்குப் பகுதி,Sinhala
නැමදවිල,நாமதவிலை,Sinhala
කණ්ණාපුදුන්කුලම්,கண்ணாபுதுக்குளம்,Tamil
වලපනාවත්ත,வலபனாவத்த,Sinhala
18 ජනපදය,18 கொலனி,Sinhala
ඔලිමඩු,ஒலிமடு,Tamil
කොක්කුත්තෝඩුවෙයි දකුණ,கொக்குத்தோடுவை தெற்கு,Tamil
කිරිඉබ්බන්ජඳුර,கிரிபத்ஜந்துர,Sinhala
ගඩොල්බැද්ද,கடொல்பெத்த,Sinhala
පුනගල වත්ත බ්රෝටන් කොටස,பூனாகலை வத்த கிரோடன் பிரிவு,Sinhala
හෙට්ට්ආරචිචිගොඩ,ஹெட்டிஆரச்சிகொட,Sinhala
නාරිගම කොටසක්,நாரிகமயின் ஒரு பிரிவு,Sinhala
ඉනපදුරේගොඩ,இனபந்துரேகொட,Sinhala
අලගොල්ල නාපලබොක්ක ඉහලකොටස,"அளகொல் நேபொல பொக்க மேல்
பிரிவு",Sinhala
ලන්සියාහේන ජනපදය,லன்ஸியாஹேன குடியிருப்பு,Sinhala
ඉඩගෙම,இடகே கம,Sinhala
මාසුවන්,மாசுவன்,Tamil
කොනේගොඩ,கொனேகொட,Sinhala
නෙලුවගම,நெழுவ கம,Sinhala
තවාළුවිල කොටසක්,தவளுவெல,Sinhala
ආදිත්තන් වළවු,ஆடித்தன்வளவு,Tamil
නවිණ්ඩිල්,நவின்டில்,Tamil
සෙම්පාඩු,செம்பாடு,Tamil
අම්පිටිය,அம்பிட்டிய,Sinhala
හුලංදාව වත්ත(අලුත්හේන කොටස),ஹுலங்தாவ தோட்டம்,Sinhala
කහදූව,கஹதுவ,Sinhala
මලාවත්තෙයි,மலவத்தை,Tamil
අටුතැන්නගම,அதுதென்கம,Sinhala
ගඟසිරිපුර,கஹசிரிபுர,Sinhala
මහේෂ්ලන්ඩ්වත්ත,மஹேஸ்லன்ட்தோட்டம்,Sinhala
බත්මැඩිල්ලයාය 1 කොටස,பத்மெடில்ல யாய 01 பிரிவு,Sinhala
පෙරියසාලම්පන්,பெரியசாளம்பன்,Tamil
කුම්පලෙයි,கும்பலை,Tamil
බොරකන්දවත්ත,பொரகந்த வத்த,Sinhala
සෙම්පර්කුලම්,செம்பர்குளம்,Tamil
දොඩන්දුව පාර කොටසක්,தொடந்துவ வீதியின் ஒரு பிரிவு,Sinhala
වරල්ල කොටසක්,வரல்ல ஒரு பகுதி,Sinhala
මිනින්දෝරු කඳවුර,நிலஅளவையியல முகாம்,Sinhala
පණස්හේන,பனஸ்ஹேன,Sinhala
සිරිපුරයාය,சிரிப்புரயாய,Sinhala
පහලගොඩ,பஹலகொட,Sinhala
බුලත්කුට්ටිය,புலத்குட்டிய,Sinhala
සිංගාර වත්ත,சிங்கார வத்த,Sinhala
යහලකුඹුර,யாலகும்புர,Sinhala
ස්වර්ණපුර කොටසක්,ஸ்வர்ணபுரை ஒரு பகுதி,Sinhala
හෙලවත්ත,எல வத்த,Sinhala
දහගෝනිය,தஹகோனிய,Sinhala
හර්ෂනාථගම,ஹர்ஷனாதகம,Sinhala
යාය 01,யாய 01,Sinhala
බින්තැන්න,பின்தென்ன,Sinhala
කදුකර ගම,கந்துக்கர கம,Sinhala
සෙඩ්ඩියාර් කුරුචචි,செட்டியார் குறிஞ்சி,Tamil
තැන්නේකුඹුර,தென்னகும்புர,Sinhala
වසන්තපුරම්,வசந்தபுரம்,Tamil
උප්පුකුළම්,உப்புக்குளம் வீதி,Tamil
බදුගොඩ,பதுகொட,Sinhala
මඩමේවත්ත,மடமேவத்த,Sinhala
පාලුවත්ත,பாலுவத்த,Sinhala
පන්විළ,பன்வில,Sinhala
වෑරගම,வேரகம,Sinhala
ගවරකැලේ වත්ත පහල කොටස,காவரகலே,Sinhala
උඩුකාව කොටස,உடுகாவ (பிரிவு),Sinhala
පෝරොක්වේල්ල කොටසක්,பொரொக்வெல்ல மாவத்தை,Sinhala
කප්පරතොට පාර,கப்பரதொட வீதி,Sinhala
කොබෙයිදුව,பண்டாரிகொட,Sinhala
වෙට්ටඹුවාව,வெட்டபுவாவ,Sinhala
ගම්බැද්ද,கம்பெத்த,Sinhala
උස්ගොඩ - පාඬිගොඩ,உஸ்கொட,Sinhala
තැන්නපිටිය,புவக் கஹ ஹேன,Sinhala
