,Name,Class
6278,ஹேவா தந்திரிகே திலகாவதீ பீரிஸ்,Sinhala
6279,කංකානිගේ ඉනෝකා සඳමාලි,Sinhala
6280,දළුගම ආචාරිගේ දොන් සෂිණි උමයංගනා දළුගම,Sinhala
6281,නානායක්කාර පටබැදි දෙහිගස්පෙගේ දිල්හාන් උදයංගන,Sinhala
6282,முதலிகே தொன் றோய் ஜயந்த,Sinhala
6283,ඒකනායක මුදියන්සේලාගේ විජිත මංගල ඒකනායක,Sinhala
6284,அத்துகோரல ஆரச்சிகே ஷியாமலீ நிசங்கா,Sinhala
6285,முஹம்மது சரூக் ரைசுன் அமீன்,Muslim
6286,பதிராஜா முதலிகே தொன் லூட்ஸ் பர்னதென்,Sinhala
6287,திசாநாயக்ககே சந்தியா குமுதுனி திசாநாயக்க,Sinhala
6288,சமந்தி எரந்திகா பர்ணாந்து,Sinhala
6289,குணசேகரம் தினேஸ்குமார்,Sinhala
6290,උඩුවර මැරෙන්ජගේ අජිත් ඉන්දික සිල්වා,Sinhala
6291,கின்தொட விதானகே சமில குமார,Sinhala
6292,முதுகெட்டி கமகே ஜனக,Sinhala
6293,අලගියවන්න මොහොට්ටි අප්පුහාමිල්ලාගේ දුලංජලා ලක්ෂ්මි බණ්ඩාර අලගියවන්න,Sinhala
6294,රාජපක්ෂ පතිරන්නැහැලාගේ කිතුම් රජිත රාජපක්ෂ,Sinhala
6295,මිල්ලේහේනේ ගෙදර කුමාරසිංහ,Sinhala
6296,පරණවිතාන රාලලාගේ තිලිණ ජයශාන්,Sinhala
6297,மாபுல ஆச்சாரிகே ஆனந்த சந்திரசிறி,Sinhala
6298,හේවා කටුවනගේ ප්‍රදීප් මධුශංඛ,Sinhala
6299,උදුමාලෙබ්බේ බසීරා උම්මා,Muslim
6300,சந்திம சுரங்ஜித் தெலிகட கமகே,Sinhala
6301,ரத்னாயக முதியன்சேலாகே தனபால ஸிரியானி,Sinhala
6302,பரணகமகே கவனிஹாமி,Sinhala
6303,அதபத்து முதியன்சேலாகே சமீர பண்டார அதபத்து,Sinhala
6304,මානගේ සිරාන්ත ජයලත්,Sinhala
6305,லந்தேகே ஹேஷான் ரொமேஸ்,Sinhala
6306,கோவிந்தராஜா கனகம்மா,Tamil
6307,හෙට්ටිගේ මිහිරි මධුෂාණි,Sinhala
6308,නලවන විතානගේ නිමල් ශාන්ත,Sinhala
6309,වගසිං කංකානම්ගේ සිරියාවති,Sinhala
6310,முத்துகல் பேடிகே இந்திக்க பிரேமகுமார,Sinhala
6311,கஹந்த கனத்தகே அசேல ஜனித் இஷார,Sinhala
6312,පලනී වසන්ත කුමාර්,Sinhala
6313,பாலச்சந்தர் கோபிகா,Sinhala
6314,රණතුංග ආරච්චිගේ ගුණසේකර,Sinhala
6315,කලටුවාවගේ මහින්ද විමල් සේනාධීර,Sinhala
6316,කතළුව වැලිගමගේ ප්‍රියන්ති රේණුකා,Sinhala
6317,விதானெலாகே இந்திரனாத் கிரிசந்த டி மெல்,Sinhala
6318,வராபிட்டியகே திலினி பிரசாதிகா,Sinhala
6319,ஹேவா கமகே பிரபாஷினி அப்சரா,Sinhala
6320,ஒபாத விதான பத்திரனகே சந்தன பிரியந்த,Sinhala
6321,සමරවික්‍රම කොඩිකාරගේ ෂ්‍යානක දිල්රුක්ස්,Sinhala
6322,பனாகொடகே தரிந்தி ஹேஷானி,Sinhala
6323,බලංගොඩ මුහන්දිරම්ලාය සමීර සුලක්ෂණ සෙනරත්,Sinhala
6324,மஹபதுகே இவொன் பிரின்சி பெரேரா,Sinhala
6325,படகொட கங்கானமலாகே தோன சந்திரிகா ஹேமமாலா,Sinhala
6326,ජයවර්ධන රේනුඛා මල්කාන්ති ජයවර්ධන,Sinhala
6327,மொகம்மது இம்தாஸ் அமீர்,Muslim
6328,මනික්කුවාදුර එව්ලින් නෝනා,Sinhala
6329,பிரிஜட் அனோமா வீரப்பெரும,Sinhala
6330,කුරණගේ ජෙනට් මේරි ප්‍රිස්කා පෙරේරා,Sinhala
6331,දෙහිවලගේ දොන් ප්‍රසාද් සංගජීව,Sinhala
6332,තලාකඩ මුදියන්සේලාගේ හෂිනි නෙත්මි සයංජනා,Sinhala
6333,ரனேபுர தேவகே நில்மினி பிரியதர்ஷனீ லியனகே,Sinhala
6334,දොන් සේකර බඩල්ගේ යමුනා ප්‍රියන්ති,Sinhala
6335,උඩගෙදර අනුර බණ්ඩාර,Sinhala
6336,தெனகம விதாரணகே ரொஹான் பிரிய உபுல்,Sinhala
6337,බලගොල්ලේ ගෙදර ලීලාවතී,Sinhala
6338,முதுதன்திரிகே மன்ஜு பிரியங்கா திலுஸினி குரே,Sinhala
6339,ගුණවතී අබේසුන්දර,Sinhala
6340,වලවේ දුවගේ ප්‍රියන්ති රන්දෙණිය,Sinhala
6341,ඇල්පිටිය බඩල්ගේ ප්‍රසන්න අමරසිංහ,Sinhala
6342,காரியவசன் திரானகம கமகே தீப்த ரோஹன் குமார,Sinhala
6343,கொரலெகே சம்பத் நிரோஷண,Sinhala
6344,மிலான்கே கசுனி சமோதா பெரேரா,Sinhala
6345,අන්ටනීන් දිලිනිකා පීරිස් හොල්සිංගර්,Sinhala
6346,மதரசிங்ஹகே துஷார இந்துக ரத்ன குமார,Sinhala
6347,උඩුපිල මේස්ත්‍රිගේ චන්න කරුණාරත්න,Sinhala
6348,පොල්හේන සිංගාරක්කාරගේ අමිල ප්‍රසන්න,Sinhala
6349,மயிகல் டாஸன் ரோஸ்மரி,Muslim
6350,பஸ்நாயக்க முதியன்சேலாகே பந்துல ரஞ்ஜன பஸ்நாயக்க,Sinhala
6351,මල්වත්දෙනිය ගමඇතිරාලලාගේ නලීන් දීප්ත මල්වත්ත,Sinhala
6352,ගනේෂන් ඩිරුෂා,Tamil
6353,போரகே ஒஸ்டின் பெரேரா,Sinhala
6354,ஹேவா தலுகொடகே நயனா சமன்மலி,Sinhala
6355,දිසානායක මුදියන්සේලාගේ භාග්‍යා හර්ෂි දිසානායක,Sinhala
6356,රාමයියා රවින්ද්‍රන්,Tamil
6357,கோனாகொள தெனிய கமகே சோமசந்திர,Sinhala
6358,பினுக இலம்பெரும கொடிதுவக்கு,Sinhala
6359,සමරකෝන් මුදියන්සේලාගේ සුදර්මා රත්නායක,Sinhala
6360,ලියනගුණවර්ධණ ආරියරත්න,Sinhala
6361,மல்போரு முதியன்சேலாகே சந்தியா புஸ்பகாந்தி,Sinhala
6362,ஷம்ஸ் ரிபனி ஷானாஸ்,Muslim
6363,ලියන ගමගේ මේනුකා දමයන්ති,Sinhala
6364,ஜெயவர்தனலாகே அல்பிரேட் ஹரிசன் ஜெயவர்த்தன,Sinhala
6365,தஹநாயக்க லியனகே ரவீந்திர அஜித் குமார,Sinhala
6366,මුරුගුප්පිල්ලෛ සුගන්ති,Sinhala
6367,ඉලන්දාරි දේව අනුරාධා ශාමිකා කුමාරි,Sinhala
6368,ලිඳමුලගේ ගීතාන්ජලී සිල්වා,Sinhala
6369,ඕපනායකගේ රත්නාවතී,Sinhala
6370,කළු ආරච්චිගේ සපුනි කෞශල්‍යා ලක්‍ෂමන්,Sinhala
6371,මුරුක්කු ආරච්චිගේ රවී පණ්ඩුකාභය,Sinhala
6372,ලොකුවැල්ලමුර අප්පුහාමිලාගේ රංජිත් විජේසිරි,Sinhala
6373,ருவனி மதுஷானி பத்திரன,Sinhala
6374,சமரவீர முதலிகே காமிந்த சமரவீர,Sinhala
6375,சமத்க விகக தெவேந்திர,Sinhala
6376,පතිරගේ මාරි තෙරේස් ඇන්ටනිකා ප්‍රනාන්දු,Sinhala
6377,අසුරුමුණි අජීත් වසන්ත ද සිල්වා,Sinhala
6378,பத்திரகே அமரதாச பெரேரா,Sinhala
6379,වීරප්පන් කිට්නසාමි,Tamil
6380,வாத்துவ பதிரகே பிரசாத சந்தன பெரேரா,Sinhala
6381,மொலொத்து கமகே தயாசீலி,Sinhala
6382,සිතම්පරනාදන් තූයවන්,Tamil
6383,கனே ஆராச்சிகே ருக்மணி,Sinhala
6384,ஆண்டிபுதுகே சுரேஷ் சஞ்ஜீவ ஜயலத் பர்னாந்து,Sinhala
6385,හේවගේ ප්‍රේමතිලක,Sinhala
6386,கந்தே ரனசிங்கலாகே அமிலா கயானி ரனசிங்க,Sinhala
6387,எதிரிசிங்க ஹேவாகே வஜிர பிரியங்கர,Sinhala
6388,මෙලනි යෝලන් ද සිල්වා,Sinhala
6389,සීක්කුගේ ඉදුනිල් ලක්මාලි සිල්වා,Sinhala
6390,වේල්ගමගේ චන්ද්‍රා පද්මිණී පෙරේරා,Sinhala
6391,ලියන පතිරණ සම්පත් කුමාර,Sinhala
6392,ඉනාසියන් පිලමිනා බ්‍රිටෝ,Sinhala
6393,மொஹொமட் மொஹிதீன் அலாவுதீன்,Muslim
6394,பரன பல்லிய குருகே அர்ஷ ருவன் சிறிவர்தன,Sinhala
6395,ஒவிடிகலகே இந்திராணி பெரேரா,Sinhala
6396,සමරතුංග ආරච්චිගේ රේණුකා සමරතුංග,Sinhala
6397,நதீஷா ஷாமலி பரனவிதான,Sinhala
6398,කම්මල්ගොඩ මුදලිගේ පියසිරි,Sinhala
6399,තංගවේලු මෝහන් රාජා,Tamil
6400,සෙල්වරාජා අසංක,Tamil
6401,මොහමඩ් ෂුහයිබ්දීන් මොහමඩ් ඉප්රාස්,Muslim
6402,அரமுதலி லேகம் மகத்மயலாகே துசித பண்டார ஆரியரத்ன,Sinhala
6403,ரூபா கோட்டகே,Sinhala
6404,வெலிகம தலுவத்தகே மஞ்சுளா குமாரி,Sinhala
6405,பிரியதர்ஷனி சதரசிங்ஹ,Sinhala
6406,අදාසූරිය මුදියන්සේලාගේ අනන්ද සෙනරත් බණ්ඩාර,Sinhala
6407,குணசேகர மிரின்சிகே நில்மிணீ சந்திரிகா,Sinhala
6408,இத்தகொட ஹேவாகே புண்ணியதிலக,Sinhala
6409,கீகன வன்னி ஆரச்சிகே மேனகா தில்ருக்க்ஷி,Sinhala
6410,ඉසබෙලා ටිකිරි කුමාරිහාමි මඩවල,Sinhala
6411,வீரசிங்ஹகே நாலினி சில்வா,Sinhala
6412,බණ්ඩාර ගමගේ දම්මික ‍ප්‍රියන්ත,Sinhala
6413,ෂාමිනී ඉන්දිකා වීරසිංහ,Sinhala
6414,தொடன்முல்லகே சஞ்ஜீவ சமன் குமார,Sinhala
6415,ජයකොඩි ශාන්තනී,Sinhala
6416,හෂීම්ඩීන් ජල්ඩීන්,Muslim
6417,அபேகோன் முதியன்சேலாகே சான்த அனுர குமார அபேகோன்,Sinhala
6418,අබේරත්න හේරත් මුදියන්සේලාගේ රූපා මල්කාන්ති අබේරත්න,Sinhala
6419,கொடிகாரகெய் அக்மன்,Sinhala
6420,මැද්ද කන්දගේ කුමාරි ඉන්ද්‍රලතා,Sinhala
6421,முதுகமுவ ஹேவகே சிதாரா நதீசானி,Sinhala
6422,பத்மா விஜேசேகர,Sinhala
6423,அபின்கே நிஷாந்த பெரேரா,Sinhala
6424,අහමඩ් ජෙමාල්දීන් මොහොමඩ් සහිරාන්,Muslim
6425,අරන්දර කංකානමලාගේ දෝන හෂිනි එසන්ති,Sinhala
6426,සබීනා හලාල්ඞීන්,Muslim
6427,ඌරගොඩ අප්පුහාමිලාගේ සුනිල් ජයන්ත,Sinhala
6428,මනන්නලාගේ නීල් සමන් කුමාර,Sinhala
6429,විතාණගේ දීපාණි චම්පිකා පෙරේරා,Sinhala
6430,අත්තුඩාව ලියන ආරච්චිලාගේ ස්වර්ණලතා ලියනආරච්චි,Sinhala
6431,இருகல் பண்டாரலாகே சேனாரத்ன,Sinhala
6432,கிரிஹெட்டி ஆரச்சிகே சகுந்தலா பிரியதர்ஷனி,Sinhala
6433,මිහිදුකුලසූරිය නුවන් ප්‍රනාන්දු,Sinhala
6434,ඉන්දික උදාන විමලරත්න,Sinhala
6435,සේදිල්ලගේ දොන් සුමිත් සන්ජීව,Sinhala
6436,සුනිල් කරුණාරත්න,Sinhala
6437,සවුන්දා මරක්කල සුපුන් චතුරංග,Sinhala
6438,வெத்தசிங்ஹ பத்திரணகே ஹர்ஷனி இவந்திகா வெத்தசிங்ஹ,Sinhala
6439,ගාල්ලගේ විමලරත්න,Sinhala
6440,விஜயசுந்தர முதியன்சேலாகே அசங்கா தில்ருக்ஸி,Sinhala
6441,ගම්හේවයලාගේ අනෝමා දමයන්ති,Sinhala
6442,அப்துல் ஹப்பார் மொகமட் ஷாகிர் காண்,Muslim
6443,வணிகசேகர முதியன்சேலாகே இந்திக பிரஷாத் வணிகசேகர,Sinhala
6444,බටදුව අධිකාරම් මුහන්දිරම්ගේ සදුනි නිලුෂිකා ජයවර්ධන,Sinhala
6445,செல்லா ஹென்நெதிகே இந்திகா பிரியதர்சனி டி சில்வா,Sinhala
6446,දේවාලේ වත්තේ ගෙදර තිලක් සුසන්ත කුමාර,Sinhala
6447,ஹத்துருசிங்ஹகே கிரிஷானி நெலும் சாவிந்தி பிரணாந்து,Sinhala
6448,ஹேவாபேலிகே நிரோஷா பிரியதர்ஷனீ,Sinhala
6449,ஹேரத் முதியன்சேலாகே அமரபால,Sinhala
6450,හේරත් මුදියන්සේලාගේ සුදේශ් ප්‍රියංග කුමාර,Sinhala
6451,දළුවත්තගේ නිශාන්ත,Sinhala
6452,ක්‍රිස්ටබෙල් කැමිලා ක්‍රිෂ්ණදාස්,Sinhala
6453,වර්ණකුලසූරිය පීරිස් නැපෝලියන් ප්‍රනාන්දු,Sinhala
6454,වර්ණකුලසූරියගේ පටබැඳීගේ මේරි සුරංගනි ප්‍රනාන්දු,Sinhala
6455,කරුපයියා බගවති,Tamil
6456,செனவிரத்ன முதியன்செலாகே நதீகா பிரியதர்ஷினி செநெவிரத்ன,Sinhala
6457,අන්තෝනන් හෙට්ටිගේ අනෝජා රුද්‍රිගු,Sinhala
6458,நாணாயக்கார வசம் தொலமுல்லகே சுதர்சன,Sinhala
6459,வடு தன்திரி ரங்கா லக்மாலி,Sinhala
6460,ஹப்புஹென்னதிகே சமந்திகா சஞ்ஜீவனீ பெர்னாண்டோ,Sinhala
6461,හේවාමද්දුමගේ ෆ්‍රැන්සිස් වීරසේකර,Sinhala
6462,ෆාතිමා රිස්නාස් හෆී,Muslim
6463,கும்லாதரகே தொன் தினிந்து மதுஷான் கும்பாலதரகே,Sinhala
6464,சுசந்த அனுர தஹநாயக்க,Sinhala
6465,மக்கொனகே சிரோமணி ஸியாமலீ பெர்னாண்டோ,Sinhala
6466,பத்திரகே தொன் ஜயதிலக்க,Sinhala
6467,අලිසීනි මුස්තපා ෆවූසි,Muslim
6468,ஷசினி ரசங்கிகா வீரவர்ண,Sinhala
6469,கல்யாணி டயஸ் சூரியஆராச்சி,Sinhala
6470,ஜயசிங்ஹ ஆரச்சிகே தோன நந்தா அல்விஸ்,Sinhala
6471,அப்துல் சமீன் கன்சுல் கரீமா,Muslim
6472,பங்டிஹேவாகே விசுகா டிரோஷினி பர்னாந்து,Sinhala
6473,ஹேவா கொடிகாரகே தர்மதாச,Sinhala
6474,කහඳ කෝරළගේ චන්ද්‍රලතා,Sinhala
6475,ஹேவா கல்ஹேனகே நிசங்சலா சந்தமாலி,Sinhala
6476,මදුරප්පෙරුමගේ නිශාන් කුමාර,Sinhala
6477,කළුවාගේ ප්‍රදීපා නිලන්ති,Sinhala
6478,රාමනායක අප්පුහාමිලාගේ සමන් කුමාර රාමනායක,Sinhala
6479,பினும்காரகே வசந்த கபில குமார,Sinhala
6480,பன்னெக முடியன்சேலாகே அஜித் சமன் குமார பஸ்நாயக,Sinhala
6481,මීරා සාහිබු ෆාතුම්මා පfස්රිනා,Muslim
6482,රණරෝල්ගේ අජීත් ‍ප්‍රියන්ත,Sinhala
6483,ஹேவா பேடிகே விமல் ஜயலத்,Sinhala
6484,ரெக்ஸ் என்தணீ செபஸ்டியன் பர்னாந்து,Sinhala
6485,கொந்த சிங்க படபெந்தலாகே ரொஷான் மதுஷங்க பிரியதர்ஷன,Sinhala
6486,වග ආරච්චිගේ දිලීප දිල්ෂාන් සඳකැලුම්,Sinhala
6487,රන්කොත් පේඩිගේ සුභාෂ් හේමන්ත කුමාර,Sinhala
6488,மொஹமட் சலவுதீன் பாத்திமா சமீனா,Muslim
6489,ජයසුන්දර මුදියන්සේලාගේ ආරියවතී,Sinhala
6490,மொஹம்மது சய்புதீன மொஹம்மது மஸ்ஹுதீன்,Muslim
6491,லியனகே உபேசேன சில்வா,Sinhala
6492,வராஹேன லியனகே மனோரி மங்களா லியனகே,Sinhala
6493,குருவத்தெ விதானராலலாகே நிமல்,Sinhala
6494,ශිරන්ති රෝසිමා රණසිංහ,Sinhala
6495,කාරියවසම් වික්‍රම ආරච්චිගේ නිමල් සෙනෙවිරත්න,Sinhala
6496,அமரசிங்க அச்சிகே குமுதுசஜீவா அமரசிங்க,Sinhala
6497,මුතුතන්ත්‍රි බස්තියන්ගේ ජයානි විජිතලතා ප්‍රනාන්දු,Sinhala
6498,பெருமாள் தேன்மொழி,Tamil
6499,கலுஹென்னதிகே நதீகா சிரோமணி,Sinhala
6500,රම්මුණි යසවතී,Sinhala
6501,ගමගේ මාධව ලක්මිණ පෙරේරා,Sinhala
6502,ஹீன்கெந்த முதலிகே தொன் கிரிஸாந்த ஜோய் ரொஹான் ஜயசுந்தர,Sinhala
6503,ஹர்ஷணி திசேரா சந்தநாயக,Sinhala
6504,விஜேவிக்ரமகே காமினி பிரியந்த,Sinhala
6505,அகங்கம தொம்ம ஹேவகே சந்திரா ஜயதிலக,Sinhala
6506,ஹொரதல்பேடிகே ஞானவதீ,Sinhala
6507,මුතුකුඩ ආරච්චිගේ දොන් සරත් විජේනායක පෙරේරා,Sinhala
6508,கிரிஹேன அப்புஹாமிலாகே தோன பிரேமலதா,Sinhala
6509,காரியவசம் மாஜுவான கமகே சமரி தெஸிகா காரியவசம்,Sinhala
6510,මද්දුම ආරච්චිගේ චමිල උදයංග ජයතිලක,Sinhala
6511,துரைராசசிங்கம் நிதர்சன்,Tamil
6512,விஜேசிங்ஹ ஆரச்சிகே பிரதீப் பிரியங்கர,Sinhala
6513,මොහමඩ් වජිහුදීන් මොහමඩ් ෆර්හාන්,Muslim
6514,ඉමියාගේ නදීකා ප්‍රියදර්ශනී,Sinhala
6515,யாபா முதியன்சேலாகே தயாபால,Sinhala
6516,ரூபசிங்ஹ ஆரச்சிரால்லாகே ரேணுகா தமயந்தி ரூபசிங்ஹ,Sinhala
6517,ஹெட்டி ஆரச்சிகே நந்தசிரி அல்விஸ்,Sinhala
6518,රූපනිංගල් දිලිනි විශාරිකා ද සිල්වා,Sinhala
6519,ரன்கொடிகெதர அஷான் லக்ருவன் ஜயதிலக,Sinhala
6520,வீரவர்தன ஹெட்டிஆரச்சிகே ஜயசென் பிரேம நிமல்,Sinhala
6521,இவோன் கிறிஸ்டின் ரத்னாயக,Sinhala
6522,මොහමඩ් මහරුෆ් ෆාතිමා රිනෝසා,Muslim
6523,ஷசினி சாரங்கா ஜயசிங்ஹ,Sinhala
6524,අනගියත් දෙහිගේ දිලානි ශානිකා සෙව්වන්දි,Sinhala
6525,திரிவேணி ஸ்ரீ மினோன் வீரகோன்,Sinhala
6526,அம்பேகொட லியனகே விமலா பியசீலி,Sinhala
6527,මොහමඩ් අස්‍රFප් මොහොමඩ් රිහාන්,Muslim
6528,சரொத் கனிஸ்க ரத்னாயக்க லியனமான,Sinhala
6529,கொலம்பகே லிவினிஸ்,Sinhala
6530,කහදව අප්පුහාමිලාගේ දීපිකා චිත්‍රාංගනී,Sinhala
6531,මොහමඩ් ඉස්මායිල් පාත්තුම්මා,Muslim
6532,ஹென்னாயக முதியன்செலே கெதர ஜயன்தி ஹென்னாயக,Sinhala
6533,விஜேசூரிய ஆரச்சிலாகே அச்சினி பிரியதர்ஷனி,Sinhala
6534,මොහමඩ් තව්‍පික් මොහමඩ් ඉෂාක්,Muslim
6535,மல்லிகா ஆரச்சிலாகே நிமல்,Sinhala
6536,தொம்மய ஹேவ நிசாந்த,Sinhala
6537,නිලදුරෙ මනනලාගෙ චන්ද්‍රපාල,Sinhala
6538,ஒபட முதலிகே நந்தித ருவன் சம்பத்,Sinhala
6539,காத்ரியல் புன்சி ஹேவாகே சந்திரா ஸ்ரீ காந்தி சுபசிங்ஹ,Sinhala
6540,நிக்மத்துல்லாஹ் மொஹம்மட் அல் நஹ்தி,Muslim
6541,கங்கானிகே குணரத்ன பெரேரா,Sinhala
6542,வீரகோன் தரிதா பிரபோதி,Sinhala
6543,தியுனுகல் பேடிகே மொனிகா ஜீவனி தியுனுகல,Sinhala
6544,පෙත්තා මේස්ත්‍රිගේ දිල්රුක්ෂි,Sinhala
6545,මොල්ලිගොඩ නානායක්කාර ලියනගේ ගර්ට්රූඩ් ඩොරති මැටිල්ඩා පෙරේරා,Sinhala
6546,හේමවර්ණ විජේසිංහ සෙනරත්,Sinhala
6547,எஹெலபிட்டிய ஹேவா கமகே சுசந்த பிரதீப் சம்பத்,Sinhala
6548,பிஹில்வல வத்தே கெதர ரஷினி சவிஸ்கா விஜேரத்ன,Sinhala
6549,සුභසිංහ නිශ්ශංකගේ අජිතා ප්‍රියංගනි ඩයස්,Sinhala
6550,பனாவலகே பிரேமசிறி,Sinhala
6551,රාජනායක මුදියන්සේලාගේ ජීහාන් මහේෂ්,Sinhala
6552,தமுரே லியனகே இரோஷனி,Sinhala
6553,පාතිමා ෆර්සානා සවාහිර්,Muslim
6554,ஹெட்டிகே சந்துன் தில்ஷான் சமரநாயக,Sinhala
6555,சமரவிலகே ஜோன் செரின் குணவர்தன,Sinhala
6556,திசாநாயக்க முதியன்சேலாகே சீபட்,Sinhala
6557,முருக்குவாதுர டெரான் மதுஷான்,Sinhala
6558,ரிகிறா ஹென்நதிகே ரிட்டா ஜயராணி,Sinhala
6559,நலின் பிரஷாத் குமார பஸ்னாயக,Sinhala
6560,කන්දලාගේ ස්ටැන්ලි,Sinhala
6561,சுசே ஹேவகே பியல் இந்திரஜித்,Sinhala
6562,වඩුගේ සුනිතා ලිවේරා,Sinhala
6563,தருஸி ரஸ்மிணீ ஜயசுந்தர நானாயக்கார,Sinhala
6564,கரன்னாகொடகே பிரபாத் கௌஷல்யா பெரேரா,Sinhala
6565,අල්බරදුර චන්ද්‍රලතා,Sinhala
6566,ගමාච්චි පතිරණගේ දමයන්ති ක්‍රිසෙන්තියා හරිස්චන්ද්‍ර,Sinhala
6567,விஜேவர்தன ஆரச்சிலாகே ஸ்ரீலால் விஜேவர்தன,Sinhala
6568,බලාපුවඩුගේ කමල් ශාන්තප්‍රිය මෙන්ඩිස්,Sinhala
6569,වර්ණකුලසූරිය ඉච්චන් පුල්ලෙගේ ප්‍රියන්තා රංජනී ප්‍රනාන්දු,Sinhala
6570,சமரவீர பட்டபெதிகே தினன்ஜினி சில்வா,Sinhala
6571,හෑගොඩ ආරච්චිගේ කොන්සි පෙරේරා,Sinhala
6572,ரன்வுல் வென்சஸ் பொன்சேகா,Sinhala
6573,වඩුනම්බි ආරච්චිලාගේ රුවන් කුමාර දිසනායක,Sinhala
6574,සෙල්ලදොරේ නිරංජන් කුමාර වඩිවේල්,Tamil
6575,ஹந்துகுட்டி ஹெட்டிகே தோன ஸிராணி ரூபிகா,Sinhala
6576,රාමයියා රමණි,Tamil
6577,சுபசிங்ஹ ஆரச்சிலாகே கெமிலஸ் நோபட் விஜயவர்த்தன ஜயதிலக,Sinhala
6578,සංජීව ලසන්ත වික්‍රමසිංහ,Sinhala
6579,ஹந்தராகமகே தொன் நிதர்ஷ அசல குமார,Sinhala
6580,විතානාච්චි සුමනදාස,Sinhala
6581,නිලන්ති මානවඩු,Sinhala
6582,ගම්මන්පිල ඉමියාගේ දෝන කුසුමාවති,Sinhala
6583,அழகராஜ் பிரசன்ன,Tamil
6584,තලහගම ලියනගේ අනෝමා ප්‍රියදර්ශනී,Sinhala
6585,පින්නගොඩ විදාන ආරච්චිලාගේ තිලිනි පියුමිකා පෙරේරා,Sinhala
6586,கமராதிவெல ஆரச்சிலாகே மாலனீ ஞாணசீலி,Sinhala
6587,වතුදුරගේ රූපිකා සුරම්‍යා දමයන්ති,Sinhala
6588,வெல்லப்புலி ஆரச்சிகே மஹேஷ் கீர்த்தி குமார,Sinhala
6589,பெரியசாமி ராஜேந்திரன்,Tamil
6590,சரம்பகே ருவன் பிரதீப் குமார,Sinhala
6591,ஹீன்கெந்த முதலிகே மதுசானி தில்ருக்ஷி,Sinhala
6592,பஸ்னாயக முதியன்சேலாகே ஹஷான் சமீர,Sinhala
6593,ලිඳමුලගේ චින්තක සමිද්ද විල්ෆ්‍රඩ්,Sinhala
6594,මදුරාගොඩගමගේ දොන් තරිඳු විමුක්ති ප්‍රාර්ථන,Sinhala
6595,රාජපක්ෂ දෝන මොරිල් සේනාධිපති,Sinhala
6596,රශිකා ශ්‍යාමලි වේරගමගේ,Sinhala
6597,ராஹுபத்த கங்கானமலாகே ரசித் திலிப் குமார,Sinhala
6598,கோமலகே தொன் உபுல் பிரியங்கர,Sinhala
6599,විජයරමනි සිවරූබන්,Tamil
6600,පහලගෙදර මනන්නලාගේ මානෙල් විජයන්ති,Sinhala
6601,වල්දෙනියගේ විරාජ් මධුෂාන්,Sinhala
6602,පිස්කල් කංකානමලාගෙ දොන් ශ්‍රීමා ග්‍රේස් ටෙක්ලා,Sinhala
6603,அபேசின்ஹ முதியன்சேலாகே திலினி கௌஷல்யா அபேசிங்க,Sinhala
6604,கெபெத்துவ கமகே பேமாவதி,Sinhala
6605,முஹம்மது அனீப் பாத்திமா அஸ்கா,Muslim
6606,புஞ்சிஹேவாகே தயாவதி,Sinhala
6607,வலிமுனி திலங்கா சதுரங்கி அபேசேகர,Sinhala
6608,பெல்பாமுல்லெகமகே புஷ்ப குமார,Sinhala
6609,ராமநாயக்க ஆரச்சிலாகே ஆரியவங்ஸ ராமநாயக்க,Sinhala
6610,அதிகாரி அப்புஹாமிலாகே நிஷாந்தி தமனி அதிகாரி,Sinhala
6611,ரணசிங் ஆராச்சிகே ரத்னாவதி,Sinhala
6612,தளுகம முடியன்சேலாகே லீலாவதி,Sinhala
6613,හැඩිගල්ලගේ අරුණ කාංචන,Sinhala
6614,හේවා හකුරු සුමනාවතී,Sinhala
6615,தோன சுமனாவதீ எதிரிசிங்ஹ,Sinhala
6616,மொஹமட் ஹில்மி நஜீப்,Muslim
6617,රත්නම් නිශාන්දනි,Sinhala
6618,රාජපක්ෂ පතිරනගේ චතුර රන්දිත,Sinhala
6619,கோனியம் மாலிமகே மெரீனா தில்ருக்ஷி அபொன்சு,Sinhala
6620,ரணசிங்க ஆரச்சிகே சுரேகா சாந்தனி,Sinhala
6621,வீரனாராயன முதலிகே தவமிணி மனீஸி பொன்சேக்கா,Sinhala
6622,ලොකු කුරුප්පු ආරච්චිගේ තේජා මල්කාන්ති,Sinhala
6623,யாபா முதியன்சேலாகே ஹர்ஷ பண்டார யாபா,Sinhala
6624,திரிமாதுர லக்ஸ்மன் ஜயவர்தன,Sinhala
6625,සේකර් ගායත්‍රි,Sinhala
6626,සුදුවාදේවගේ අජීත් රෝහන විජයන්ත,Sinhala
6627,වැටිය විදානගේ නිෂාදි උමයංගනා,Sinhala
6628,රතු වඩුගේ මහින්ද උපාලි රංජිත්,Sinhala
6629,කොස්ගල්ලන දුරගේ ශ්‍රියානි මංගලිකා,Sinhala
6630,கமனி விஜயந்திமாலா திசாநாயக,Sinhala
6631,ஹெட்டியாஹந்தி மலிதி நாவிகா சுரவீர டி சில்வா,Sinhala
6632,හේවායලාගේ නිමල්සිරි ජයතිස්ස,Sinhala
6633,වඩුගේ හෂාන් පුෂ්ප කුමාර,Sinhala
