Sinhala,Tamil,Class
හෙට්ටි ආරච්චිල්ලාගේ නාලනී සමන්ති ලතා මැණිකේ,ஹெட்டி ஆரச்சில்லாகே நாலனி சமந்தி லதா மெணிக்கே,Sinhala
කුඩාකලු ආරච්චිලලාගේ එරංග කලුආරච්චි,குடாகலு ஆரச்சிலலாகே எரங்க களுஆரச்சி,Sinhala
වර්ණසූරිය ආරච්චිලාගේ සුජීව සම්පත් ජයසේන,வர்ணசூரிய ஆரச்சிலாகே சுஜீவ சம்பத் ஜயசேன,Sinhala
කුඩා ආරච්චිලාගේ දිනේෂිකා මධුෂානි රත්නායක,குடா ஆரச்சிலாகே தினேஷிகா மதுஷானி ரத்நாயக்க,Sinhala
වල්පිට ගමගේ මාලනී,வல்பிட்ட கமகே மாலனீ,Sinhala
රාසයියා රාජසේගර්,ராசையா ராஜசேகர்,Sinhala
පතිරණ මල්දෙනියගේ විජිත සිරිමල්දෙනිය,பத்திரண மல்தெனியகே விஜித சிரிமல்தெனிய,Sinhala
සන්දනගේ වාසනා සුරංජනි,சந்தனகே வாஸனா சுரஞ்ஜனி,Sinhala
ජයවර්ධන හේවා ගමගේ සීලවතී,ஜயவர்தன ஹேவா கமகே சீலவதீ,Sinhala
පොන්නයියා පත්මිණී,பொன்னையா பத்மினி,Tamil
ඇන්තනි කෲස් ජෝර්ජ්,அந்தனி குரூஸ் ஜோர்ஜ்,Sinhala
පෙරමුණේ කරුණාතිලක මුදියන්සෙලාගේ හසිත සපුන් පුෂ්පකුමාර,பெரமுனே கருணாதிலக முதியான்சேலாகே ஹசித சபுன் புஸ்பகுமார,Sinhala
හේරත් මුදියන්සේලාගේ නුවන් මධුෂංඛ හේරත්,ஹேரத் முதியன்சேலாகே நுவன் மதுஷங்க ஹேரத்,Sinhala
රූපසිංහ ආරච්චිගේ දොන් ආනන්ද රූපසිංහ,ரூபசிங்ஹ ஆரச்சிகே தொன் ஆனந்த ரூபசிங்க,Sinhala
සීක්කුගේ උදාර දිල්ෂාන් විමලරත්න,சீக்குகே உதார தில்ஷான் விமலரத்ன,Sinhala
කෝණාර මුදියන්සේලාගේ ස්ටැන්ලි නිමල් දිසානායක,கோனார முதியன்சேலாகே ஸ்டேன்லி நிமல் திஸாநாயக்க,Sinhala
සුදුවාදේවගේ දුලිකා මධුෂානි,சுதுவாதேவகே துலிகா மதுஷானி,Sinhala
ජයසිංහගේ චනරු ගෙත්මින අල්විස්,ஜயசிங்ஹகே சனரு கெத்மின அல்விஸ்,Sinhala
රංවලගේ සමාධි මහේෂා,ரன்வலகே சமாதி மஹேஷா,Sinhala
මුදලිගේ නිම්මි නිලුෂා කුමාරි,முதலிகே நிம்மி நிலுஷா குமாரி,Sinhala
ජයවර්ධන විතානගේ ටෙක්ලා පත්මිණි,ஜயவர்தன விதானகே டெக்லா பத்மினி,Sinhala
හුවඳලාගේ කුෂානි ඉන්ද්‍රචාපා ජයරත්න,ஹுவந்தலாகே குஷானி இந்திரசாபா ஜயரத்ன,Sinhala
සෙනවිරත්න මුදියන්සේලාගේ ප්‍රේමදාස,செனவிரத்ன முதியன்சேலாகே பிரேமதாஸ,Sinhala
බෝගහගේ පැතුම් චානක,போகஹகே பெதும் சானக,Sinhala
ශාලින් ජෝසප් එල්වින් පීරිස්,ஷாலின் ஜோசப் எல்வின் பீரிஸ்,Sinhala
හේරත් මුදියන්සේලාගේ පසිඳු පියුමාල් රත්නායක,ஹேரத் முதியன்சேலாகே பசிந்து பியுமால் ரத்நாயக்க,Sinhala
වළිමිණි ආරච්චිලාගේ නිමේෂ් තාරුක ගුණසිංහ,வலிமினி ஆரச்சிலாகே நிமேஷ் தாருக குணசிங்ஹ,Sinhala
ජෝශප් හිලරි පෙරේරා දිසානායක,ஜோசப் ஹிலரி பெரேரா திஸாநாயக்க,Sinhala
මොහමඩ් නසීර් ෆාරුක් නජාද් හුසෙයින්,மொஹமட் நசீர் பாருக் நஜாத் ஹுசெயின்,Muslim
රුවන් පතිරණගේ සුජීවා පත්මිණී,ருவன் பதிரணகே சுஜீவா பத்மினி,Sinhala
පෙත්තා තන්තිරි ශාන්තසිරි,பெத்தா தன்திரி ஸான்தசிரி,Sinhala
ලමා හේවාගේ නිමල්,லமா ஹேவாகே நிமல்,Sinhala
මූණදෙනිය එඩේරගේ යසිරි බන්දුල,முணதெனிய எடேறகே யசிரி பந்துல,Sinhala
පෝද්දුව කංකානම්ගේ පුෂ්පා නන්දනී,பொத்துவ கங்கானம்கே புஷ்பா நந்தனீ,Sinhala
මොහමඩ් මදනි ෆෞසුල් ෂාමිලා,மொஹமட் மதனி பௌசுல் ஷாமிலா,Muslim
එඬේරගේ ශ්‍යාමලි,எடேரகே ஸியாமலி,Sinhala
කලුතොටගේ යමුනා රූපිකා,கலுதொடகே யமுனா ரூபிகா,Sinhala
ලියනආරච්චි පියසේන,லியனாராச்சிகே பியசேன,Sinhala
රෙජිනල් දහනායක,ரெஜினல் தஹநாயக்க,Sinhala
හේවා රාජමුනිගේ සරෝජා ප්‍රියංග කුමාරි,ஹேவா ராஜமுனிகே சரோஜா பிரியங்க குமாரி,Sinhala
බාලසූරිය ආරච්චිගේ චතුරිකා මධුෂානි,பாலசூரிய ஆராச்சிகே சதுரிக்கா மதுஷானி,Sinhala
වේරගලගේ දෝන ගිහානී ශෂිකලා,வெரகலகே தோன கிஹானி சசிகலா,Sinhala
රාජපක්ෂ පේඩිගේ චතුරිකා කුමාරි ජයතිස්ස,ராஜபக்ஸ பேடிகே சதுரிக்கா குமாரி ஜயதிஸ்ஸ,Sinhala
කත්‍රිඅච්චිගේ නෙරංජලා පුෂ්ප කුමාරි,கத்ரிஆரச்சிகே நேரஞ்ஜலா புஸ்ப குமாரி,Sinhala
මනනදේවගේ නාලනී,மனனதேவகே நாலனி,Sinhala
කසදෝරුගේ සුජීව තරංග දම්මික වංශා,கசதோருவகே சுஜீவ தரங்க தம்மிக வங்ஷா,Sinhala
දිනස වහම්පුරගේ කුලතුංග,தினச வஹம்புரகே குலதுங்க,Sinhala
වැඩිප්පුලි අච්චිගේ සුසීමා දමයන්ති,வெடிப்புலி அச்சிகே சுசீமா தமயந்தி,Sinhala
සමරවීර ආරච්චිලාගේ ලක්‍ෂිත සම්පත් සමරවීර,சமரவீர ஆரச்சிலாகே லக்ஷித சம்பத் சமரவீர,Sinhala
වනිගමුණි ගුණවති සොයිසා,வனிகமுனி குணவதி சொய்ஸா,Sinhala
දෑලමැදගෙදර නිරෝෂා දීපකුමාරි,தெலமெதகெதர நிறோசா தீபகுமாரி,Sinhala
කලුවා යමානලෑ ගෙදර නිලූකා කුමාරි ජයතිලක,கலுவா யமானலே கெதர நிலுகா குமாரி ஜயதிலக,Sinhala
ජයන්ති මල්ලිකාආරච්චි,ஜயந்தி மல்லிகாஆரச்சி,Sinhala
දොන් ප්‍රේම ලලිත් අමරසේකර,தொன் பிரேம் லலித் அமரசேகர,Sinhala
විජේකෝන් මුදියන්සේලාගේ ඉන්දික චමින්ද විජේකෝන් බණ්ඩාර,விஜேகோன் முதியன்சேலாகே இந்திக சமிந்த விஜேகோன் பண்டார,Sinhala
කුලතුංග මුදියන්සේලාගේ සුමේධ චමිල් ගුණතිලක,குலதுங்க முதியன்சேலாகே சுமேத சமில் குணதிலக,Sinhala
මෝහන් කුමාර ජෝන්,மோஹன் குமார ஜோன்,Sinhala
පත්ම මේස්ත්‍රිගේ මියුරියල් සිල්වා,பத்ம மேஸ்திரிகே மியுரியல் சில்வா,Sinhala
ෆාතිමා සාකිරා මුසාදික්,பாத்திமா சாகிரா முசாதிக்,Muslim
රෝෂාන් නාලක නෙත්තසිංහගේ නානායක්කාර,றொஷான் நாலக நெத்தசிங்ஹகே நாணாயக்கார,Sinhala
රාජපක්ෂ විතානගේ නාලිකා,ராஜபக்க்ஷ விதானகே நாலிகா,Sinhala
දිසානායක මුදියන්සේලාගේ වසන්තා දමයන්ති දිසානායක,திசாநாயக்க முதியன்சேலாகே வசந்தா தமயந்தி திசாநாயக்க,Sinhala
වික්‍රමසිංහගේ සමන්තා වික්‍රමසිංහ,விக்ரமசிங்ககே சமந்தா விக்ரமசிங்ஹ,Sinhala
හිඟුල්වල දේවයාලාගේ ගෙදර චන්දිම කුමාර රණසිංහ,ஹிந்குல்வல தேவயலாகே கெதர சந்திம குமார ரணசிங்ஹ,Sinhala
සේනානායක අනෝමා ක්‍රිෂාන්ති,சேனாநாயக்க அனோமா கிரிஷாந்தி,Sinhala
මොහම්මඩ් කාසිම් මොහොම්මඩ් රිල්වාන්,மொஹம்மத் காசிம் மொஹொம்மட் ரில்வான்,Muslim
සල්ගම හේවගේ ලලිතා,சல்கம கேவகே லலிதா,Sinhala
පොතුපිටිය කංකානමලාගේ කමල් දේශප්‍රිය,பொதுபிடிய கங்கானமலாகே கமல் தேஸபிரிய,Sinhala
මාරක මුදියන්සේලෑ මංජුල උදය බංඩාර,மாரக முதியன்சேலே மஞ்சுல உதய பண்டார,Sinhala
අන්තෝනි වියාගුලමේරි,அந்தோனி வியாகுலமேரி,Sinhala
මොහමඩ් ෆලීල් මොහමඩ් ආමිර්,மொஹமட் பலீல் மொஹமட் ஆமிர்,Muslim
තොම්මයා හකුරු රේණුකා සඳමාලා,தொம்மயா ஹகுரு ரேணுகா சன்தமாலா,Sinhala
තාවින්දි නිමංසා දිසානායක,தாவிந்தி நிமங்சா திஸாநாயக்க,Sinhala
කළුපෙරුම කැළුම් දුෂ්මන්ත ද සිල්වා,களுபெரும கெளும் துஸ்மந்த டி சில்வா,Sinhala
රණවීර ආරච්චිල්ලා ගෙදර ටිකිරි මැණිකේ රණවීර,ரணவீர ஆரச்சில்லா கெதர டிக்கிரி மெனிக்கே ரணவீர,Sinhala
එකනායක විජේසුන්දර මුදියන්සේලාගේ සුනේත්‍රා කුමාරි බෝයගොඩ,ஏக்கநாயக்க விஜேசுந்தர முதியன்சேலாகே சுனேத்ரா குமாரி போயகொட,Sinhala
අලුත් ගෙදර සීලවතී,அளுத் கெதர சீலவதீ,Sinhala
පතිරත්නගේ ශ්‍රියානි පතිරත්න,பதிரத்னகே ஸ்ரியானி பதிரத்ன,Sinhala
කයිරුන් ෆව්සියා ෆයිසුල්,கைறுன் பௌசியா பைசுல்,Muslim
බුලත්සිංහලගේ රෝෂිනි ඉෂාරා පෙරේරා,புளத்சிங்ஹளகே ரோஷினி இஷாரா பெரேரா,Sinhala
සමරතුංග අච්චිගේ දෝන ඉරේෂා දීපානි,சமரதுங்க அச்சிகே தோன இரேஷா தீபானி,Sinhala
කනත්තගේ හර්ශනි ක්‍රිෂාන්ති කන්නන්ගර,கனத்தகே ஹர்ஷனி கிருஷாந்தி கன்னங்கர,Sinhala
තන්ත්‍රිගේ රංජනී පෙරේරා,தந்த்ரிகே ரஞ்ஜனீ பெரேரா,Sinhala
මුණසිංහ ආරච්චිගේ වත්සලා ප්‍රියදර්ශනී විජේරත්න,முணசிங்ஹ ஆரச்சிகே வத்சலா பிரியதர்ஸனீ விஜேரத்ன,Sinhala
වර්ණකුල බ්‍රෙන්ඩන් සුජිත්,வர்ணகுல பிரென்டன் சுஜித்,Sinhala
පහල ගමගේ ආරියවතී,பஹல கமகே ஆரியவதீ,Sinhala
මොහමදු ෆසීර් රිස්නා ෆසීර්,மொஹமது பசீர் ரிஸ்னா பசீர்,Muslim
අගම්පෙඩි ඉදුනිල් ‍ප්‍රියන්ත ද සිල්වා,அகம்பெதி இதுனில் பிரியந்த டி சில்வா,Sinhala
පහල රාලලාගේ පියුමි ඉෂාන්කා සේනානායක,பஹல ராலலாகே பியூமி இஷங்கா சேனாநாயக,Sinhala
මනුෂා මිතුසජනි විජේතුංග සමරනායක,மனுஷா மிதுசஜினி விஜேதுங்க சமரநாயக,Sinhala
ගනේගොඩ ලියනආරච්චිගේ රංජිත් විමලනාත් ද සිල්වා,கனேகொட லியனஆரச்சிகே ரஞ்ஜித் விமலனாத் டி சில்வா,Sinhala
මොහමඩ් සාලි මලික්,மொஹமட் சாலி மலிக்,Muslim
තොටහේවාගේ විජේපාල,தொடகேவாகே விஜேபால,Sinhala
මෙරෙඥ්ඥගේ රුචිර ලක්ෂාන් ද කොස්තා,மெரெஞ்ஞகே ருசிரா லக்ஸான் டி கொஸ்தா,Sinhala
අතුල කුමාර කඳනආරච්චි,அத்துல குமார கந்தனஆரச்சி,Sinhala
බෙනරගම විදානෙලාගේ දර්ශන,பெனரகம விதானலாகே தர்ஸன,Sinhala
ඉංගිරිවඩුරාලලාගේ සඳුනි අනුත්තරා ධර්මසිරි,இங்கிரிவடுராலலாகே சந்துனி அனுத்தரா தர்மசிறி,Sinhala
ගජනායක කංකානමලාගේ සශිණි නිමල්කා ගජනායක,கஜநாயக்க கங்கானமலாகே சஸினி நிமல்கா கஜநாயக்க,Sinhala
තෙරකඩ පල්ලිය මුල්ගුරුගේ සංජීව ගුණසේකර,தெரகட பல்லிய முல்குருகே சஞ்ஜீவ குணசேகர,Sinhala
අබේකෝන් මුදියන්සේලාගේ නිල්මිණි දමයන්ති,அபேகோன் முதியன்சேலாகே நில்மினீ தமயந்தி,Sinhala
දේවගේ දෝන පද්මි,தேவகே தோன பத்மி,Sinhala
මොහමඩ් ෆවූසුල් අමීර් මොහමඩ් රිශාන්,மொஹமட் பவுசுல் அமீர் மொஹமட் ரிஸான்,Muslim
සමරවීර ආරච්චිගේ දෝන නිල්මිණි කුමාරි,சமரவீர ஆரச்சிகே தோன நில்மிணி குமாரி,Sinhala
රාජපක්‍ෂ ලියනගේ ගාමිණී සුනිල් චන්ද්‍ර,ராஜபக்ஷ லியனகே காமினி சுனில் சந்திர,Sinhala
මේරි අරෝග්‍ය සුබාෂනී,மேரி அரோக்ய சுபாஷனீ,Sinhala
හේවා මානගේ නිලුෂා ඉවන්තිකා,ஹேவா மானகே நிலுஷா இவந்திகா,Sinhala
හාන්දුකන්ද කුමාර පතිරැන්නැහැලාගේ සේනක කුමාරසිරි,ஹந்துகந்த குமார பதிரன்னெஹெலாகே சேனக குமாரசிறி,Sinhala
මෙත්තසිංහ ආරච්චිගේ ඉනෝකා සංජීවනී,மெத்தசிங்ஹ ஆரச்சிகே இனோகா சஞ்ஜீவனீ,Sinhala
අහංගම වලවන් රසිකා දමයන්ති,அஹங்கம வலவன் ரசிகா தமயந்தி,Sinhala
ලියන පේඩිගේ හේරත් නිමල්,லியன பேடிகே ஹேரத் நிமல்,Sinhala
හෙනරත් මොහොට්ටිගේ ඉෂාර ලක්ෂාන් පෙරේරා,ஹெனரத் மொஹொட்டிகே இஷார லக்ஷான் பெரேரா,Sinhala
අගම්පොඩි මධුෂානි තිලකරත්න ද සිල්වා,அகம்பொடி மதுஷாணி திலகரத்ன டீ சில்வா,Sinhala
මොහමඩ් නසීම් ෆවුසුල් නවාස්,மொஹமட் நசீம் பவுசுல் நவாஸ்,Muslim
ගමගේ චාමර යශෝධ මහතන්තිල,கமகே சாமர யஸோத மஹதந்தில,Sinhala
මාරසිංහ වාඩිගේ සම්පත් තුෂාර,மாரசிங்க வாடிகே சம்பத் துஷார,Sinhala
බමුණුසිංහ විතාරණගේ අනෝමා කුමාරි විතාරණ,பமுணுசிங்ஹ விதாரணகே அனோமா குமாரி விதாரண,Sinhala
මුනියන් කන්දසාමි,முனியன் கந்தசாமி,Tamil
හෙට්ටිගොඩ ගමගේ ගුණසේන,ஹெட்டிகொட கமகே குணசேன,Sinhala
නිල්මා අබේදීර,நில்மா அபெதீர,Sinhala
රණසිංහ මුදියන්සේලාගේ හර්ෂ ප්‍රදීප් රණසිංහ,ரணசிங்ஹ முதியன்சேலாகே ஹர்ஷ பிரதீப் ரணசிங்ஹ,Sinhala
බටදූවගේ රීටා පෙරේරා,படதூவகே ரிட்டா பெரேரா,Sinhala
බමුණු ආරච්චිගේ රම්‍යවති,பமுணு ஆரச்சிகே ரம்யவதி,Sinhala
ජයසිංහ අප්පුහාමිලාගේ චන්ද්‍රිකා,ஜயசிங்ஹ அப்புஹாமிலாகே சந்திரிகா,Sinhala
වතුදුර බණ්ඩාරගේ සෝමවීර,வதுதுர பண்டாரகே சோமவீர,Sinhala
විජේසිංහ ගමාච්චිගේ දීපානි වසන්තිකා,விஜேசிங்ஹ கமாச்சிகே தீபானி வசந்திகா,Sinhala
සමරසිංහ ගමආච්චිගේ පියසිරි සමරසිංහ,சமரசிங்ஹ கமஆச்சிகே பியசிறி சமரசிங்ஹ,Sinhala
නානායක්කාර වසම් අප්පුගේ කුෂානි ප්‍රබෝධනී නානායක්කාර,நானாயக்கார வசம் அப்புகே குஷானி பிரபோதனி நானாயக்கார,Sinhala
රාසයියා ගයානී මැටිල්ඩා පෙරේරා,இராசையா கயானி மெட்டில்டா பெரேரா,Sinhala
පිටිදුව ගමගේ දිනූෂා ලක්මාලි,பிடிதுவ கமகே தினுஷா லக்மாலி,Sinhala
සූරිය පටබැඳිගේ චාන්දනී පත්මලතා,சூரிய பட்டபெந்திகே ஷாந்தனீ பத்மலதா,Sinhala
බැරගම ආරච්චිගේ ලීලාවතී,பெரகம ஆரச்சிகே லீலவதீ,Sinhala
දේවපුර දේවගේ කුලතිලක,தேவபுர தேவகே குலதிலக,Sinhala
පුෂ්ප චන්ද්‍රමලි බලපිටියගේ,புஸ்ப சந்திரமலி பலபிடியகே,Sinhala
ලේස්තුරුගේ නිරෝෂා කුමාරි ද සිල්වා,லேஸ்துருகே நிரோஷா குமாரி த சில்வா,Sinhala
අප්පුවදුර ලසන්ති චන්දිමා,அப்புவாதுர லசந்தி சந்திமா,Sinhala
තෙන්නකෝන් මුදියන්සේලාගේ මාලනී තෙන්නකෝන්,தென்னகோன் முதியன்சேலாகே மாலதீ தென்னகோன்,Sinhala
බුලත්සිංහලගේ දෝන විවියන් රූපා,புலத்சிங்ஹலகே தோன விவியன் ரூபா,Sinhala
මොහම්මදු ඉස්මායිල් නිනාස්,மொஹம்மது இஸ்மாயில் நினாஸ்,Sinhala
නයිදුවා හන්දි ශෂික නිරෝෂ් තරුකැළුම්,நைதுவா ஹந்தி சஷிக நிரோஷ் தருகெலும்,Sinhala
අලවතුකොටුවේ ගෙදර අනුර,அலவதுகொடுவே கெதர அனுர,Sinhala
ආරුමුගම් කාලිමුත්තු,ஆறுமுகம் காளிமுத்து,Sinhala
සුබ්‍රමනියම් ප්‍රියදර්ශනී,சுப்பிரமணியம் பிரியதர்ஸனீ,Sinhala
මැදගමගේ උදේනි ප්‍රියදර්ශිනි,மெதகமகே உதேனி பிரியதர்ஸினி,Sinhala
ජයවීර පතිරන්නැහැලාගේ චිරාංගනි අපේක්ෂා ජයවීර,ஜயவீர பதிரன்னெகெலாகே சிராங்கனி அபேக்ஷா ஜயவீர,Sinhala
කට්ටාඩිගේ යසවති,கட்டாடிகே யசவதீ,Sinhala
බබරැන්දෙ ගමගේ සමරදිවාකර,பம்பரெந்தெ கமகே சமரதிவாகர,Sinhala
අල්ගෙවත්තෙගේ මිහිර හර්ෂණ,அல்கெவத்தெகே மிஹிர ஹர்ஷண,Sinhala
සිද්දික් සිත්ති නජීමා,சித்திக் சித்தி நஜீமா,Muslim
මහමදුගේ ඉබ්‍රාහිම් මුලස්පර්,மகமுதுகே இப்ராஹிம் முலஸ்பர்,Muslim
පැට්ට්‍රික් ගනේෂන් ඩැනියෙල්,பெட்டிரிக் கணேஷன் டெனியெல்,Sinhala
උස්ලියනගේ දෝන මයුරි තනෝජා,உஸ்லியனகே தோன மயூரி தனோஜா,Sinhala
මල්මාල බදුගේ උදාරි කෞෂල්‍යා ප්‍රානන්දු,மல்மால பதுகே உதாரி கௌஷல்யா பர்ணாந்து,Sinhala
අහංගම ආරච්චිගේ ශීතා රංජනී,அஹங்கம ஆரச்சிகே ஸீதா ரஞ்ஜனீ,Sinhala
මැටරඹ කනත්තේ ගමගේ රංග ප්‍රියංග,மெட்டரம்ப கனத்தே கமகே ரங்க பிரியங்க,Sinhala
ජයසිංහ ආරච්චිලාගේ අසංක නිරෝෂණ,ஜயசிங்ஹ ஆரச்சிலாகே அசங்க நிரோஷண,Sinhala
සෙල්ලදොරේ ඉසේකුමාර්,செல்லத்துறை இசேகுமார்,Sinhala
රුවන්පුර ජගත් සංජීව සිල්වා,ருவன்புர ஜகத் சஞ்ஜீவ சில்வா,Sinhala
සිරිවර්ධන හිටිහාමිලාගේ ගුණතිලක බංඩා,சிறிவர்தன ஹிடிஹாமிலாகே குணதிலக பண்டா,Sinhala
මායක්‍රිෂ්නන් අලමේලු,மாயக்ருஷ்ணன் அலமேலு,Tamil
හෙට්ටි මුදියන්සේලාගේ ජයන්තා සිසිලකුමාරි,ஹெட்டி முதியன்சேலாகே ஜயந்தா சிசிலகுமாரி,Sinhala
වර්ණකුලසූරිය සුධීර් ප්‍රියංග ප්‍රනාන්දු,வர்ணகுலசூரிய சுதீர் பிரியங்க பர்ணாந்து,Sinhala
දෙවූන්දර රංගේ අමිල ධනංජය,தெவுந்தர ரங்கே அமில தனஞ்ஜய,Sinhala
පෙත්තනායකගේ නිලන්ති රූපිකා කුමුදුනී,பெத்தநாயக்ககே நிலந்தி ரூபிகா குமுதுனி,Sinhala
මනතුංගගේ දොන් ලසිත ලක්මාල්,மனதுங்ககே தொன் லசித லக்மால்,Sinhala
උපාසක දුරයලාගේ අනුරසිරි ජයසුන්දර,உபாசக துரயலாகே அனுரசிறி ஜயசுந்தர,Sinhala
කව්වාමලගනයලාගේ ජයන්ත කුමාර,கௌவாமலகனயலாகே ஜயந்த குமார,Sinhala
මදුරාජපතියලාගේ නිශ්සංක ප්‍රේමතිලක,மதுராஜபதியலாகே நிஷ்சங்க பிரேமதிலக,Sinhala
විජේසූරිය ආරච්චිගේ මිලී මාග්‍රට්,விஜேசூரிய ஆரச்சிகே மிலீ மாக்கிரட்,Sinhala
මීපේ ගල්කැටිය ගමගේ නිල්මිණි දමයන්ති,மீபே கல்கெடிய கமகே நில்மிணி தமயந்தி,Sinhala
එදිරිසිංහ මොහොට්ටිගේ නිරංජලා සේරම් සෙනෙවිරත්න,எதிரிசிங்ஹ மொஹொட்டிகே நிரஞ்ஜலா சேரம் செனவிரத்ன,Sinhala
බන්දුලගේ සුමතිපාල රත්නායක,பந்துலகே சுமதிபால ரத்நாயக,Sinhala
ලිදමුලගේ කරුණාවතී,லிந்தமுலகே கருணாவதீ,Sinhala
ප්‍රධාන මුදියන්සේලාගේ මුදිතා ගුණවර්දන,பிரதான முதியன்சேலாகே முதிதா குணவர்தன,Sinhala
බස්නායක මුදියන්සේලාගේ පුන්චිබණ්ඩා බස්නායක,பஸ்னாயக முதியன்சேலாகே புஞ்சிபண்டா பஸ்னாயக,Sinhala
රණසිංහ ආරච්චිගේ කාන්ත දර්ශන කුරේ,ரணசிங்ஹ ஆரச்சிகே காந்த தர்ஸன குரே,Sinhala
කොඩිප්පිලි ආරච්චිගේ කපිල ප්‍රියංකර කොඩිප්පිලි ආරච්චි,கொடிப்பிலி ஆரச்சிகே கபில பிரியங்கர கொடிப்பிலி ஆரச்சி,Sinhala
අත්තනායකගේ ඉසුරු පියුෂාන්,அத்தநாயககே இசுறு பியுஸான்,Sinhala
ආනන්ත පතිරණගේ සනත් කුමාර,ஆனந்த பதிரணகே சனத் குமார,Sinhala
අහංගම ලියනගේ කළණ කුෂාන්ත ගුණසේකර,அஹங்கம லியனகே களண குஷாந்த குணசேகர,Sinhala
මහගම විදානෙලාගේ චාමර නුවන් ගුණසේකර,மஹகம விதானெலாகே சாமர நுவன் குணசேகர,Sinhala
පාමුල් පෙට්ටියගේ දොන් මදුෂ ශාලින්ද,பாமுல் பெட்டியகே தொன் மதுஷ ஷாலிந்த,Sinhala
දිනෙල්ක රන්දිම මුතුමාල් විජේමාන්න,தினெல்க ரன்திம முத்துமால் விஜேமான்ன,Sinhala
ගමගේ ෂෂිනි කෞශල්‍යා පෙරේරා,கமகே சஷினி கெளசல்யா பெரேரா,Sinhala
සුදුවා දේවගේ කසුන් සුධාරක,சுதுவா தேவகே கசுன் சுதாரக,Sinhala
ඕවිටිගල විතානගේ නිපුනි මධුෂානි,ஓவிட்டிகல விதானகே நிபுணி மதுஷாணி,Sinhala
මීමනගේ සඳුනි පවිත්‍රා ප්‍රනාන්දු,மீமனகே சந்துனி பவித்ரா பர்னாந்து,Sinhala
මිරිස්සගේ සෙව්වන්දි මධුෂිකා,மிரிஸ்சகே செவ்வந்தி மதுஷிகா,Sinhala
මද්දගේ දෝන පියුමි සුපිපිකා වික්‍රමනායක,மத்தகே தோன பியுமி சுபிபிகா விக்ரமநாயக,Sinhala
සන්දරාදුරගේ මධුෂිකා කල්පනී,சந்தராதுரகே மதுஷிகா கல்பநீ,Sinhala
හුලුගල්ලගේ අරුන්ද දුෂාන්,ஹுலுகல்லகே அருந்த துஷான்,Sinhala
හුලුගල්ලගේ අනුෂ් ජීවන්ත,ஹலுகல்லகே அனுஷ் ஜீவந்த,Sinhala
කරුණාමුනි ෂරිනි මෙලුෂිකා,கருணாமுனி ஷரினி மெலுஷிக்கா,Sinhala
අලවත්තගේ ගිහාන් අකලංක,அலவத்தகே கிஹான் அகலங்க,Sinhala
මොහමඩ් රිස්මි ෆාතිමා රිස්නා,மொஹமட் ரிஸ்மி பாத்திமா ரிஸ்னா,Muslim
මොහමඩ් යාසින් ෆාතිමා අකිලා,மொஹமட் யாசின் பாத்திமா அகிலா,Muslim
අඊස් මරික්කාර් ෆාතිමා රුස්දා,அஈஸ் மரிக்கார் பாத்திமா ருஷ்தா,Muslim
සෙයියදු කාසිම් ෆාතිමා පස්මියා,செயியது காசிம் பாத்திமா பஸ்மியா,Muslim
මොහමඩ් නියාස් ෆාතිමා නජ්ලා,மொஹமட் நியாஸ் பாத்திமா நஜ்லா,Muslim
බරකතුල්ලා ෆාතිමා අස්මා,பரகதுல்லா பாத்திமா அஸ்மா,Muslim
ලොකු ආරච්චිගේ කණිෂ්ක ධර්මවර්ධන,லொகு ஆரச்சிகே கனிஷ்க தர்மவர்தன,Sinhala
මඩපාතගේ දොන් ඉරෝස් මධුසංඛ,மடபாத்தகே தொன் இரோஸ் மதுசங்க,Sinhala
ජයසිංහ ආරච්චිගේ සුමිත්‍රා නිල්මානි,ஜயசிங்ஹ ஆரச்சிகே சுமித்ரா நில்மானி,Sinhala
ලන්සගේ දෝන සචිනි මේකලා මදුවන්ති,லங்சகே தோன சச்சினி மேகலா மதுவந்தி,Sinhala
වර්ණකුලසූරිය මහලේකම්ගේ රණසිංහ,வர்ணகுலசூரிய மஹலேகம்கே ரணசிங்ஹ,Sinhala
සේරුවාගේ රෝහන ජයසිරි බන්ඩාර,சேருவாகே ரோஹண ஜயசிறி பண்டார,Sinhala
ශ්‍රීරාම මුදියන්සේලාගේ රෝහිත කුමාර,ஸ்ரீராம முதியன்சேலாகே ரோஹித குமார,Sinhala
ශෙල්ටන් වීරසූරියලාගේ චින්තක රුවන් කුමාර,செல்டன் வீரசூரியலாகே சிந்தக ருவன் குமார,Sinhala
නෙයිනා මුහම්මදු ශාහිරා,நெயினா முஹம்மது ஸாஹிறா,Muslim
හතුරුසිංහ මුදියන්සේලාගේ සුසන්ත ජයලාල් රාජපක්ෂ,ஹதுருசிங்க முதியன்சேலாகே சுசந்த ஜயலால் ராஜபக்ஸ,Sinhala
දිසානායක මුදියන්සේලාගේ නන්දා මාලනී දිසානායක,திஸாநாயக்க முதியன்சேலாகே நந்தா மாலனீ திசாநாயக்க,Sinhala
දේවේන්ද්‍ර රන්කඩු පට්ටලේ උන්නැහෙලාගේ නිශාන්ති මල්ලිකා,தேவேந்திர ரன்கடு பட்டலே உன்னெஹெலாகே நிஷாந்தி மல்லிகா,Sinhala
